WMBx,X1,xDrive28i,2019,xLine/M Sport,2.0-liter BMW TwinPower Turbo inline 4-cylinder,AWD,"18"" M Double-spoke bi-color wheels/ style 570M with run-flat tires/18"" M Double-spoke bi-color wheels/ style 570M with all-season non run-flat tires/18"" Y-spoke wheels/ style 569 with all-season run-flat tires/18"" Y-spoke wheels/ style 569 with all-season non run-flat tires/19"" M Double-spoke bi-color wheels/ style 572M with performance run-flat tires/19"" Y-Spoke wheels/ style 511 with run-flat tires",Sensatec Oyster/Black/Black SensaTec/Mocha Dakota Leather/Black with Blue Highlight Dakota Leather/Oyster Dakota Leather/Black Dakota Leather,Alpine White/Jet Black/Black Sapphire Metallic/Glacier Silver Metallic/Mineral White Metallic/Mineral Grey Metallic/Estoril Blue Metallic/Sparkling Brown Metallic/Dark Olive Metallic/Mediterranean Blue Metallic/Sunset Orange Metallic,Sport Seats:400/Harman Kardon surround sound system:875/M Sport Suspension:400/Active Driving Assistant:1000,36950
WMBx,X1,sDrive28i,2019,xLine/M Sport,2.0-liter BMW TwinPower Turbo inline 4-cylinder,FWD,"18"" M Double-spoke bi-color wheels/ style 570M with run-flat tires/18"" M Double-spoke bi-color wheels/ style 570M with all-season non run-flat tires/18"" Y-spoke wheels/ style 569 with all-season run-flat tires/18"" Y-spoke wheels/ style 569 with all-season non run-flat tires/19"" M Double-spoke bi-color wheels/ style 572M with performance run-flat tires/19"" Y-Spoke wheels/ style 511 with run-flat tires",Sensatec Oyster/Black/Black SensaTec/Mocha Dakota Leather/Black with Blue Highlight Dakota Leather/Oyster Dakota Leather/Black Dakota Leather,Alpine White/Jet Black/Black Sapphire Metallic/Glacier Silver Metallic/Mineral White Metallic/Mineral Grey Metallic/Estoril Blue Metallic/Sparkling Brown Metallic/Dark Olive Metallic/Mediterranean Blue Metallic/Sunset Orange Metallic,Sport Seats:400/Harman Kardon surround sound system:875/M Sport Suspension:400/Active Driving Assistant:1000,34950
WMBx,X2,xDrive28i,2019,Standard/M Sport X,2.0-liter BMW TwinPower Turbo inline 4-cylinder,AWD,"19"" M Double-spoke bi-color wheels/ style 722M with all-season run-flat tires/18"" Y-spoke wheels/ style 566 with all-season run-flat tires/18"" Y-spoke wheels/ style 566 with all-season non run-flat tires/20"" M Double-spoke bi-color wheels/ style 717M with performance run-flat tires/19"" Y-Spoke wheels/ style 511 with run-flat tires",Sensatec Oyster/Black/Black SensaTec/Magma Red Dakota Leather/Mocha Dakota Leather/Black with Blue Highlight Dakota Leather/Oyster Dakota Leather/Black Dakota Leather,Alpine White/Jet Black/Black Sapphire Metallic/Glacier Silver Metallic/Mineral White Metallic/Mineral Grey Metallic/Dark Olive Metallic/Mediterranean Blue Metallic/Misano Blue Metallic/Galvanic Gold Metallic/Sunset Orange Metallic,Panoramic Moonroof:1350/Rear Spoiler:150/Harman Kardon surround sound system:875/M Sport Suspension:400/Active Driving Assistant:1000,38400
WMBx,X2,M35i,2019,Standard,2.0-liter BMW TwinPower Turbo inline 4-cylinder,AWD,"19"" M Double-spoke wheels/ style 715M with all-season run-flat tires/20"" M Double-spoke wheels/ style 721M with performance run-flat tires",Sensatec Oyster/Black/Black SensaTec/Magma Red Dakota Leather/Black Dakota Leather,Alpine White/Black Sapphire Metallic/Mineral Grey Metallic/Misano Blue Metallic/Galvanic Gold Metallic/Sunset Orange Metallic,Panoramic Moonroof:1350/Harman Kardon surround sound system:875/Dynamic Damper Control:500/Active Driving Assistant:1000,46450
WMBx,X2,sDrive28i,2019,Standard/M Sport X,2.0-liter BMW TwinPower Turbo inline 4-cylinder,FWD,"18"" Y-spoke wheels/ style 566 with all-season run-flat tires/20"" M Double-spoke bi-color wheels/ style 717M with performance run-flat tires/18"" Y-spoke wheels/ style 566 with all-season non run-flat tires/19"" M Double-spoke bi-color wheels/ style 722M with all-season run-flat tires/19"" Y-Spoke wheels/ style 511 with run-flat tires",Sensatec Oyster/Black/Black SensaTec/Magma Red Dakota Leather/Mocha Dakota Leather/Black with Blue Highlight Dakota Leather/Oyster Dakota Leather/Black Dakota Leather,Alpine White/Jet Black/Black Sapphire Metallic/Glacier Silver Metallic/Mineral White Metallic/Mineral Grey Metallic/Dark Olive Metallic/Mediterranean Blue Metallic/Misano Blue Metallic/Galvanic Gold Metallic/Sunset Orange Metallic,Panoramic Moonroof:1350/Rear Spoiler:150/Harman Kardon surround sound system:875/M Sport Suspension:400/Active Driving Assistant:1000,36400
WMBx,X3,xDrive30i,2019,xLine/Luxury/M Sport,2.0-liter BMW TwinPower Turbo inline 4-cylinder,AWD,"18"" Y-spoke wheels/ style 688 with all-season run-flat tires/19"" V-spoke wheels/ style 692 with all-season non run-flat tires/19"" V-spoke wheels/ style 692 with all-season run-flat tires",Canberra Beige/Black SensaTec/Black SensaTecm/Canberra Beige/Black Vernasca Leather with contrast stitching/piping/Black Vernasca Leather with contrast stitch/piping/Mocha Vernasca Leather with contrast stitching/piping/Oyster Vernasca Leather with contrast stitching/piping/Cognac Vernasca Leather with contrast stitching/piping,Alpine White/Jet Black/Black Sapphire Metallic/Glacier Silver Metallic/Dark Graphite Metallic/Mineral White Metallic/Dark Olive Metallic/Terra Brown Metallic/Phytonic Blue Metallic,Panoramic Moonroof:1350/Harman Kardon surround sound system:875/Dynamic Damper Control:1000/Active Cruise Control:1200,43000
WMBx,X3,M40i,2019,Standard,3.0-liter BMW M Performance TwinPower Turbo inline 6-cylinder,AWD,"19"" M Double-spoke bi-color wheels/ style 698M with performance run-flat tires/19"" M Double-spoke bi-color wheels/ style 698M with all-season run-flat tires/20"" M Double-spoke bi-color wheels/ style 699M with performance run-flat tires/21"" M Double-spoke Cerium Grey wheels/ style 718M with performance run-flat tires",Canberra Beige/Black SensaTec/Black SensaTecm/Canberra Beige/Black Vernasca Leather with contrast stitching/piping/Black Vernasca Leather with contrast stitch/piping/Mocha Vernasca Leather with contrast stitching/piping/Oyster Vernasca Leather with contrast stitching/piping/Cognac Vernasca Leather with contrast stitching/piping,Alpine White/Carbon Black Metallic/Black Sapphire Metallic/Glacier Silver Metallic/Dark Graphite Metallic/Phytonic Blue Metallic/Carbon Black Metallic,Harman Kardon surround sound system:875/Adaptive M Suspension:700/Active Cruise Control:1200,54650
WMBx,X3,sDrive30i,2019,xLine/Luxury/M Sport,2.0-liter BMW TwinPower Turbo inline 4-cylinder,RWD,"18"" Y-spoke wheels/ style 688 with all-season run-flat tires/19"" V-spoke wheels/ style 692 with all-season non run-flat tires/19"" V-spoke wheels/ style 692 with all-season run-flat tires",Canberra Beige/Black SensaTec/Black SensaTecm/Canberra Beige/Black Vernasca Leather with contrast stitching/piping/Black Vernasca Leather with contrast stitch/piping/Mocha Vernasca Leather with contrast stitching/piping/Oyster Vernasca Leather with contrast stitching/piping/Cognac Vernasca Leather with contrast stitching/piping,Alpine White/Jet Black/Black Sapphire Metallic/Glacier Silver Metallic/Dark Graphite Metallic/Mineral White Metallic/Dark Olive Metallic/Terra Brown Metallic/Phytonic Blue Metallic,Panoramic Moonroof:1350/Harman Kardon surround sound system:875/Dynamic Damper Control:1000/Active Cruise Control:1200,41000
WMBx,X4,xDrive30i,2019,xLine/M Sport,2.0-liter BMW TwinPower Turbo inline 4-cylinder,AWD,"19"" V-spoke wheels/ style 692 with all-season non run-flat tires/19"" V-spoke wheels/ style 692 with all-season run-flat tires/20"" Y-spoke bi-color orbit grey wheels/ style 695 with performance run-flat tire",Canberra Beige/Black SensaTec/Black SensaTecm/Canberra Beige/Black Vernasca Leather with contrast stitching/piping/Black Vernasca Leather with contrast stitch/piping/Mocha Vernasca Leather with contrast stitching/piping/Black Vernasca Leather with blue contrast stitching/piping/Oyster Vernasca Leather with contrast stitching/piping/Cognac Vernasca Leather with contrast stitching/piping,Alpine White/Jet Black/Black Sapphire Metallic/Glacier Silver Metallic/Dark Graphite Metallic/Mineral White Metallic/Dark Olive Metallic/Flamenco Red Metallic/Phytonic Blue Metallic,Harman Kardon surround sound system:875/Dynamic Damper Control:1000/Active Cruise Control:1200,50450
WMBx,X4,M40i,2019,Standard,3.0-liter BMW M Performance TwinPower Turbo inline 6-cylinder,AWD,"19"" M Double-spoke bi-color wheels/ style 698M with all-season run-flat tires/19"" M Double-spoke bi-color wheels/ style 698M with performance run-flat tires/20"" M Double-spoke bi-color orbit grey wheels/ style 699M with perf non-rft tires/20"" M Double-spoke bi-color wheels/ style 699M with performance run-flat tires/21"" M Double-spoke Cerium Grey wheels/ style 718M with performance run-flat tires",Canberra Beige/Black SensaTec/Black SensaTecm/Canberra Beige/Black Vernasca Leather with contrast stitching/piping/Black Vernasca Leather with contrast stitch/piping/Mocha Vernasca Leather with contrast stitching/piping/Oyster Vernasca Leather with contrast stitching/piping/Cognac Vernasca Leather with contrast stitching/piping,Alpine White/Carbon Black/Black Sapphire Metallic/Glacier Silver Metallic/Dark Graphite Metallic/Flamenco Red Metallic/Phytonic Blue Metallic/Sunstone Metallic,Harman Kardon surround sound system:875/Active Cruise Control:1200,60450
WMBx,X5,xDrive40i,2019,xLine/M Sport,3.0-liter BMW TwinPower Turbo inline 6-cylinder,AWD,"19"" V-spoke wheels/ style 734 with all-season run-flat tires/20"" V-spoke wheels/ style 738 with all-season run-flat tires/21"" Y-spoke orbit grey wheels/ style 744 with performance run-flat tires",Canberra Beige/Black SensaTec/Black SensaTec/Ivory White Vernasca Leather/Canberra Beige Vernasca Leather/Coffee Vernasca Leather/Cognac Vernasca Leather/Black Vernasca Leather/Ivory White Extended Merino leather/Coffee Extended Merino Leather/Black Extended Merino Leather/Tartufo Extended Merino Leather,Alpine White/Arctic Grey Metallic/Sunstone Metallic/Phytonic Blue Metallic/Mineral White Metallic/Jet Black/Black Sapphire Metallic,Remote Engine Start:300/Integral Active Steering:1150/2-axle air suspension:1000/Bowers & Wilkins Diamond Surround Sound System:4200/Active Cruise Control:800/Night Vision with Pedestrian Detection:2300,60700
WMBx,X5,xDrive50i,2019,xLine/M Sport,4.4-liter BMW TwinPower Turbo V-8 engine,AWD,"19"" V-spoke wheels/ style 734 with all-season run-flat tires/20"" V-spoke wheels/ style 738 with all-season run-flat tires/21"" Y-spoke orbit grey wheels/ style 744 with performance run-flat tires",Ivory White Vernasca Leather/Canberra Beige Vernasca Leather/Coffee Vernasca Leather/Cognac Vernasca Leather/Black Vernasca Leather/Ivory White Extended Merino leather/Coffee Extended Merino Leather/Black Extended Merino Leather/Tartufo Extended Merino Leather,Alpine White/Arctic Grey Metallic/Sunstone Metallic/Phytonic Blue Metallic/Mineral White Metallic/Jet Black/Black Sapphire Metallic,Remote Engine Start:300/Integral Active Steering:1150/2-axle air suspension:1000/Bowers & Wilkins Diamond Surround Sound System:3400/Active Cruise Control:800/Night Vision with Pedestrian Detection:2300,75750
WMBx,X6,xDrive35i,2019,xLine/M Sport,3.0-liter BMW TwinPower Turbo inline 6-cylinder,AWD,"19"" Y-spoke wheels/ style 595 with all-season run-flat tires/20"" V-spoke wheels/ style 597 with performance run-flat tires/20"" Star-spoke high gloss wheels/ style 491 with performance run-flat tires",Terra Dakota Leather/Coral Red/Black Dakota Leather/Ivory White and Black Dakota Leather/Canberra Beige/Black Dakota Leather/Cognac Dakota Leather/Black Dakota Leather/Ivory White/Black Bi-Color Nappa Leather/Cognac/Black Bi-Color Nappa Leather/Smoke White Extended Merino Leather/Nutmeg Extended Merino Leather/Taupe Extended Merino Leather/Criollo Brown Extended Merino Leather/Amaro Brown Extended Merino Leather,Alpine White/Jet Black/Black Sapphire Metallic/Space Gray Metallic/Glacier Silver Metallic/Dark Graphite Metallic/Mineral White Metallic/Flamenco Red Metallic/Dark Olive Metallic/Atlas Ceder Metallic/Azurite Black Metallic/Pearl Silver metallic/Ruby Black Metallic,Multi-contour seats:1300/Rear-seat entertainment Professional:2200/Bang & Olufsen Sound System:4500/Dynamic Damper Control + rear axle air suspension:1500/Night Vision with Pedestrian Detection:2300,65850
WMBx,X6,xDrive50i,2019,xLine/M Sport,4.4-liter BMW TwinPower Turbo V-8 engine,AWD,"19"" Y-spoke wheels/ style 595 with all-season run-flat tires/20"" V-spoke wheels/ style 597 with performance run-flat tires/20"" Star-spoke high gloss wheels/ style 491 with performance run-flat tires",Terra Dakota Leather/Coral Red/Black Dakota Leather/Ivory White and Black Dakota Leather/Canberra Beige/Black Dakota Leather/Cognac Dakota Leather/Black Dakota Leather/Ivory White/Black Bi-Color Nappa Leather/Cognac/Black Bi-Color Nappa Leather/Smoke White Extended Merino Leather/Nutmeg Extended Merino Leather/Taupe Extended Merino Leather/Criollo Brown Extended Merino Leather/Amaro Brown Extended Merino Leather,Alpine White/Jet Black/Black Sapphire Metallic/Space Gray Metallic/Glacier Silver Metallic/Dark Graphite Metallic/Mineral White Metallic/Flamenco Red Metallic/Dark Olive Metallic/Atlas Ceder Metallic/Azurite Black Metallic/Pearl Silver metallic/Ruby Black Metallic,Rear-seat entertainment Professional:2200/Bang & Olufsen Sound System:3700/Dynamic Damper Control + rear axle air suspension:1500/Night Vision with Pedestrian Detection:2300,78300
WMBx,X6,sDrive35i,2019,xLine/M Sport,3.0-liter BMW TwinPower Turbo inline 6-cylinder,RWD,"19"" Y-spoke wheels/ style 595 with all-season run-flat tires/20"" V-spoke wheels/ style 597 with performance run-flat tires/20"" Star-spoke high gloss wheels/ style 491 with performance run-flat tires",Terra Dakota Leather/Coral Red/Black Dakota Leather/Ivory White and Black Dakota Leather/Canberra Beige/Black Dakota Leather/Cognac Dakota Leather/Black Dakota Leather/Ivory White/Black Bi-Color Nappa Leather/Cognac/Black Bi-Color Nappa Leather/Smoke White Extended Merino Leather/Nutmeg Extended Merino Leather/Taupe Extended Merino Leather/Criollo Brown Extended Merino Leather/Amaro Brown Extended Merino Leather,Alpine White/Jet Black/Black Sapphire Metallic/Space Gray Metallic/Glacier Silver Metallic/Dark Graphite Metallic/Mineral White Metallic/Flamenco Red Metallic/Dark Olive Metallic/Atlas Ceder Metallic/Azurite Black Metallic/Pearl Silver metallic/Ruby Black Metallic,Multi-contour seats:1300/Rear-seat entertainment Professional:2200/Bang & Olufsen Sound System:4500/Dynamic Damper Control + rear axle air suspension:1500/Night Vision with Pedestrian Detection:2300,63550
WMBx,X7,xDrive40i,2019,Luxury/M Sport,3.0-liter TwinPower Turbo inline 6-cylinder,AWD,"21"" Double-spoke bi-color orbit grey wheels/ style 754M with all-season runflat/22"" V-spoke bi-color black wheels/ style755M with runflat tires/22"" Y-spoke bi-color orbit grey wheels/ style 758i with runflat tires/21"" Y-Spoke black wheels/ style 752 withall-season runflat tires/21"" Y-Spoke bi-color ferric grey wheels/style 753 with all-season runflat tires/22"" V-spoke bi-color orbit grey wheels/ style 756 with runflat tires/22"" Y-spoke bi-color orbit grey wheels/ style 758i with runflat tires/22"" Multi-spoke bi-color ferric grey wheels/ style 757 with runflat tire",Black Vernasca Leather with Brown ContrastStitching/Canberra Beige Vernasca Leather/Coffee Vernasca Leather/Cognac Vernasca Leather/Black Vernasca Leather/Ivory White Extended Merino leather/Coffee Extended Merino Leather/Black Extended Merino Leather/Tartufo Extended Merino Leather/Ivory White/Night Blue Full Leather Merino,Alpine White/Jed Black/Black Sapphire Metallic/Mineral White Metallic/Vermont Bronze Metallic/Arctic Grey Metallic,Remote Engine Start:300/Integral Active Steering:1150/Bowers & Wilkins Diamond Surround Sound System:4200/Rear-seat entertainment Professional:2200/M Sport Brakes:650,73900
